,ProgramID,Video,Program Title_x,month,day,year,Views,Watch time (hours),Subscribers,Impressions,Impressions click-through rate (%)
190,10202018- U,31OaBwb3C4M,Head Banging: How Music and Concussions Impact Brain Health: Q&A Session,10,20,2018,28.0,1.3004,0.0,729,1.65
191,11192014- U,63s02izCK84,Decoding the New Science and Math Standards Highlight - Michael Lach,11,19,2014,28.0,0.4533,0.0,717,0.28
192,10212018- U,COyYwFpklUU,Lessons from the Movie Armageddon Q&A,10,21,2018,28.0,1.7097,0.0,1696,1.06
193,05022012- U,DHJ5SHroEWw,"High-Speed Rail: The Midwest Moving Forward - Hani Mahmassani, Cristopher Barkan, Michael Franke",05,02,2012,28.0,0.37799999999999995,1.0,1023,0.98
194,03032019- U,MJlGGJHovuM,"Resilience, Empathy, Plasticity Women in Neuroscience Q&A",03,03,2019,28.0,1.9625,0.0,916,1.53
195,12152017- U,_-EKpxcI2mo,"NYC Rat DNA  Uptown, Downtown, and Midtown",12,15,2017,28.0,0.9319,0.0,1321,0.61
196,10022018- U,r1K73owhNAc,Science in Film: Lessons from the Movie Armageddon Final,10,02,2018,28.0,1.9539,1.0,274,4.01
197,12102014- U,txHjY_plG4I,2014 Women in STEM: Connect Highlight  - Susan Hallen,12,10,2014,28.0,0.3659,0.0,737,0.27
198,03172019- U,vV45qkA54D8,Brain Buddies Live Podcast #1,03,17,2019,28.0,1.6388,0.0,571,2.45
199,05142020- U,1XtQ_n2FkdU,Science From The Frontlines: 3D Printing PPE (Virtual Program),05,14,2020,27.0,0.9657,0.0,1829,0.66
200,05232014- U,4t__usTp5dc,The Multiplication of Threats: Climate Change & the Risks to National Security - Stephen Cheney etc.,05,23,2014,26.0,1.412,0.0,593,2.02
201,04032016- U,6oR8TN1pQWk,Climate Disruption: What We Can Do Now Highlights,04,03,2016,26.0,0.3644,0.0,363,2.48
202,10252019- U,TbhLUBYwBSI,Program Q&A: The Earliest Child The Significance of “Selam”,10,25,2019,26.0,1.271,1.0,894,1.23
203,12092011- U,a_ju9rri2R8,"Science & Technology Policy: A view from Washington - Judy Biggert, Bill Foster and Leon Lederman",12,09,2011,26.0,6.8382,0.0,796,1.01
204,04022015- U,fVBDHebW0QA,"Music - There's a Science to That -  Nicolas Collins, Doug McBride, & Torin Hopkins",04,02,2015,26.0,3.3263,0.0,1128,0.44
205,03012019- U,wNHcvCL_lbs,New Directions in Strategic Energy Analysis,03,01,2019,26.0,3.1482,0.0,610,0.82
206,11182013- U,OPzQnnsKjUA,Out for the Sperm Count: Mysteries of a Declining Resource Highlights with Robert Martin,11,18,2013,25.0,0.609,0.0,3600,0.36
207,12092011- U,XTJcawXudlk,Policy-Heidi Schweingruber,12,09,2011,25.0,1.2306,0.0,295,3.05
208,03092016- U,_gSUJGZ-gOc,How We Treat Cancer Highlights,03,09,2016,25.0,0.8927,0.0,245,1.63
209,01302015- U,2US5yXAX9Fs,Presidents DON'T Age Faster Than The Rest of Us - S. Jay Olshansky and Aaron Freeman,01,30,2015,24.0,0.5865,0.0,423,0.95
210,12052019- U,GLbwpVblLb8,STEM Ask & Learn December 2019,12,05,2019,24.0,0.3026,0.0,451,1.55
211,12042017- U,ON2ANInJDiQ,New Developments In Mental Health Highlights,12,04,2017,24.0,0.5356,0.0,1170,0.26
212,07012020- U,s2jkrmUK6ow,An Evening Inside the Multiverse (Virtual Program),07,01,2020,24.0,1.4831,0.0,1795,0.5
213,05022019- U,AZqeB4W8R0A,"How Trees Can Help the World: Re-treeing Communities and Making the World a Cooler Place to Live, #2",05,02,2019,23.0,0.3021,-1.0,525,0.95
214,07252018- U,uZxmkCM9P_o,Extreme Storms Highlights,07,25,2018,23.0,0.2673,0.0,520,1.54
215,07312020- U,SNlYRbUzHro,Racial Disparities in Covid Highlights (SFTFL),07,31,2020,21.0,1.4202,0.0,373,1.07
216,032217-CEE,Uw0SwlQZv4c,Recent Advances in CO2 Storage Science and Technology,04,03,2017,21.0,1.28,0.0,703,1.56
217,032119-SS,wEx--Bz2HJQ,How Sexual Harassment Culture Infects Academia,03,27,2019,21.0,1.3641,0.0,1464,0.89
218,01302015- U,zSICrLBYjkI,How to be Healthy When You're Older - Elizabeth Brackett and Aaron Freeman,01,30,2015,21.0,0.7903,0.0,667,1.35
219,05152019- U,B87_R6701P0,"Food for Thought: Connections Between Nutrition and Brain Health, Program Q&A",05,15,2019,20.0,0.15,0.0,680,1.62
220,01182013- U,LnwxDPqCILw,Chicago Council on Science and Technology Highlights,01,18,2013,20.0,0.1445,0.0,656,1.52
221,08052020- U,hJPcVWaTR48,Building Your Own PPE Network (SFTFL),08,05,2020,20.0,0.4132,0.0,406,1.23
222,11072013- U,NsxJ8RYRkkM,C2ST: Agriculture's Role in the Energy Future 2008 - Mark Matlock,11,07,2013,19.0,1.2786,0.0,829,0.48
223,06172019- U,qxUYmcSMQB4,"Interview with the 2018 FNIH Lurie Prize in Biomedical Sciences Winner Zhijian ‘James’ Chen, PhD",06,17,2019,19.0,0.7878,0.0,833,1.32
224,11192013- U,4AWR0BKDJCE,"FRACKING - the quest for energy independence - Gerald,Trevor, Jordan  and John",11,19,2013,18.0,0.2679,0.0,862,1.04
225,05082019- U,_a8CWTmPvko,STEM Ask & Learn April 2019,05,08,2019,18.0,0.1104,0.0,432,1.62
226,12282019- U,u8LBBRmGVFM,The Case for Including Every(Body),12,28,2019,18.0,0.7627,0.0,579,1.55
227,02192015- U,RpHHJP8MLYI,Should America Launch A Major Push Into Solar Energy? - Phillip Dowd,02,19,2015,17.0,0.826,0.0,435,0.69
228,08132012- U,_fcQW3nRfvg,Women in Science Symposium 2012: Lab Coats to Boardrooms 05/12/12,08,13,2012,17.0,1.5626,0.0,1389,0.58
229,05152017- U,Ch6k2wEOjHk,C2ST 2017 Highlights,05,15,2017,16.0,0.2836,0.0,190,1.05
230,03092020- U,Zc9yYyrv4Fo,STEM Ask & Learn February 2020,03,09,2020,16.0,0.3315,0.0,473,0.63
231,05052019- U,cpcq9eM2NT0,The Science of Star Wars Q&A,05,05,2019,16.0,0.6035,0.0,604,0.66
232,05092012- U,Cdwwy6W3tIA,Ocean's Health: An Ecosystem on the Brink 4/19/12 - Allen LaPointe,05,09,2012,15.0,1.1938,0.0,366,1.09
233,05022012- U,YvRxX0NSqkg,Tesla Highlights,05,02,2012,15.0,0.1764,0.0,1100,0.27
234,12102014- U,ZF1N78wGbro,2014 Women in STEM: Connect Highlight  - Onome Alabi,12,10,2014,14.0,0.37,0.0,505,0.79
235,11192014- U,n_WTGMnGv_o,Decoding the New Science + Math Standards Highlight - Kurt Poppenhouse,11,19,2014,14.0,0.1171,0.0,429,0.0
236,06172019- U,ppisJdNwnK0,"Program Q&A, Alvin H. Baum Family Fund Environmental Series: Does Recycling Still Matter?",06,17,2019,14.0,2.126,0.0,853,0.82
237,03052019- U,OOItgGX78P0,"Mindfulness, Meditation, and Yoga Highlights",03,05,2019,13.0,0.3925,0.0,573,0.35
238,05312012- U,m8rYo4O4P-0,Sustainable Energy: Fact or Fiction highlights - 1/31/2012 By George Crabtree,05,31,2012,13.0,0.1705,0.0,1198,0.5
239,12102014- U,rq4yaa-ro9Q,2014 Women in STEM: Connect Highlight  - Ann Schlenker,12,10,2014,13.0,0.1755,0.0,517,1.35
240,06112012- U,O0C07tzlVyM,Sustainable Energy: Fact or Fiction- George Crabtree,06,11,2012,12.0,2.1769,0.0,364,1.37
241,06122014- U,OG7JocUMkgM,Chicago Council on Science and Technology 2014 Highlights,06,12,2014,12.0,0.2396,0.0,242,3.31
242,08042020- U,OhApPVO6wOY,Perceptions and Public Understanding of COVID-19 Highlights (SFTFL),08,04,2020,12.0,0.5043,0.0,361,1.39
243,05022012- U,dEg2qE2_fsc,Nuclear Non-Proliferation - Robert Gallucci,05,02,2012,12.0,2.2838,0.0,293,2.39
244,12282019- U,wNoBixztdhQ,Interviews: The Case for Including Every(Body),12,28,2019,12.0,0.4674,0.0,446,1.57
245,012511-PS,3q0qw-sZamk,The Moon,10,03,2012,11.0,0.8134,0.0,212,3.3
246,08102012- U,ASD81xd0J1Y,Women in Science Symposium 2012: Big Ideas Big Impact - Opening Keynote Dr. Alice Huang 05/11/12,08,10,2012,11.0,1.33,0.0,368,1.63
247,11182013- U,yxCElWgSU0c,"Landscape of Techpark Innovation Highlights with Kapila, David, Steve, John and Jim",11,18,2013,11.0,0.18100000000000002,0.0,409,0.98
248,08072020- U,3BOfwVzcdbY,Fighting COVID-19 Highlights (SFTFL),08,07,2020,10.0,0.2089,0.0,400,1.75
249,11182013- U,DnAs5Ow7SZA,Women in Science Symposium: Big Ideas Big Impact 2012 Highlights,11,18,2013,10.0,0.1449,0.0,346,0.58
250,10012012- U,JVkEnJUAdTA,Hubble's Story 10-28-2009 - John Grunsfeld,10,01,2012,10.0,0.1385,0.0,261,1.92
251,11072013- U,XeRMT_5mpis,"C2ST: Future Fuels 2010 - Seth Synder,  Marshall",11,07,2013,10.0,0.4777,0.0,315,1.59
252,12102014- U,ZFiDJwrAdLQ,2014 Women in STEM: Connect Highlight - Cristal Thomas,12,10,2014,10.0,0.0993,0.0,583,0.34
253,03272019- U,jLrG1oIq8zg,"How Sexual Harassment Culture Infects Academia, Questions & Answers",03,27,2019,10.0,0.3508,0.0,1186,0.51
254,12092011- U,lfLLxF5h7OE,Street Corner Science: Ask a Scientists at the MCA,12,09,2011,9.0,0.1087,0.0,1077,0.28
255,04292016- U,qLw8whcsCfU,C2ST 2016 Highlight,04,29,2016,9.0,0.1206,0.0,137,1.46
256,08232017- U,vMLFe_45FfM,Eclipse Chat with Physicist Bill Higgins,08,23,2017,9.0,0.2396,0.0,427,0.47
257,01011970- U,GX0Bkocmopg,"Bionics, Robotics, and the Future of Rehabilitation from the Shirley Ryan AbilityLab",01,01,1970,8.0,0.4052,0.0,38,2.63
258,022018-SS,8f6uz1LKqeU,Investing in Science and Education: An Act of Faith,02,24,2018,7.0,1.3173,0.0,95,2.11
259,11182013- U,SvfgcvmvFfA,America's Digital Tomorrow - 09.20.12 with Howard Tullman,11,18,2013,7.0,0.1405,0.0,417,0.72
260,12092011- U,at9i79FQ7zE,"Using Scientific Research to Fix Science Education- Samuel Silverstein, John  C. Dalton",12,09,2011,7.0,0.084,0.0,306,0.98
261,06042012- U,1YW-WqHdjpI,America's Energy Challenge -  Steve Koonin,06,04,2012,6.0,2.4908,0.0,638,0.63
262,08102012- U,3wnPNAgSDWY,Women in Science Symposium 2012: Session 1 - Game Changers 05/12/12,08,10,2012,6.0,0.1565,0.0,260,0.38
263,11072013- U,7-oXMUrVBQ0,C2ST: Water - The New Oil 2009 - Debra Shore,11,07,2013,6.0,0.7223,0.0,224,0.45
264,11122013- U,IlVfqpx52wk,C2ST 2013 Fundraiser: An Evening with the Stars of Science and Technology by Andrea,11,12,2013,6.0,0.0521,0.0,323,1.24
265,11072013- U,qBHrktvyQo0,C2ST: Exelon 2020 (2009),11,07,2013,6.0,0.0429,0.0,270,1.11
266,080511-SS,lMY-AOgXPew,Tesla,12,05,2011,5.0,0.0652,0.0,1309,0.23
267,12192015- U,vj_y-GvWc4c,Women in STEM: Connect 2015,12,19,2015,5.0,0.0211,0.0,509,0.59
268,03042019- U,CdcCjeiEtWg,"Mindfulness, Meditation, and Yoga, Q&A",03,04,2019,4.0,0.1374,0.0,478,0.21
269,09122012- U,CoDHab-SqGI,"Women in Science Symposium 2010: Building an Identity - April 17, 2010",09,12,2012,4.0,0.079,0.0,252,1.19
270,11072013- U,FCO7DksLF2A,"C2ST: Women in Science  Symposium: Building an Identity, 2010 Panel Discussion",11,07,2013,4.0,0.2105,0.0,793,0.5
271,03132013- U,odkjchmOBxY,The next Generation of Biomedical Research: Implications for the future of Health care - Mary,03,13,2013,4.0,0.2018,0.0,216,0.46
272,11072013- U,buYFbvPRvmM,C2ST: Women in Science Symposium: Building an Identity,11,07,2013,3.0,0.005,0.0,178,0.0
273,02102012- U,yWzHHz9xSoY,Policy of Obesity 12/1/11,02,10,2012,3.0,0.0321,0.0,223,0.45
274,11072013- U,BBDwDfETqk4,"The Landscape of Techpark Innovation - Kapila , David , Steve, John  and Jim",11,07,2013,2.0,0.0035,0.0,358,0.28
275,02242015- U,H3ZVLksBgg0,Chicago Council on Science and Technology Winter 2014 Highlights,02,24,2015,2.0,0.057999999999999996,0.0,111,1.8
276,12102011- U,IYiw4PyLqTg,Chicago's Water: Protecting Our Precious Resource  10/13/11 - Debra Shore,12,10,2011,2.0,0.0004,0.0,467,0.21
277,08132015- U,Ozc_WGCcIGY,Chicago Council on Science and Technology Spring 2015 Highlights,08,13,2015,2.0,0.0726,0.0,166,1.2
278,11072013- U,PnQhLb6EvKw,C2ST: Science In The New Millenium 2008 - Alan Leshner,11,07,2013,2.0,0.0115,0.0,315,0.32
